"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.505342016E1,5.223093629E-1,-1.941973269E-1,-2.245445251E-1
1.505829240E1,6.193744540E-1,-6.850734353E-2,5.329799652E-2
1.506316464E1,6.867116094E-1,1.281142235E-3,1.791925430E-1
1.506803688E1,7.341712117E-1,9.460550547E-2,1.795864105E-1
1.507290912E1,6.965203881E-1,1.628231406E-1,1.167249680E-1
1.507778130E1,5.138760209E-1,2.457547784E-1,5.751419067E-2
1.508265354E1,2.491529584E-1,2.758935392E-1,9.033203125E-3
1.508752578E1,-2.270942926E-2,2.476531565E-1,2.255630493E-2
1.509239802E1,-2.617394328E-1,2.168179750E-1,5.009651184E-2
1.509727026E1,-4.136615396E-1,2.165036500E-1,-5.280494690E-3
1.510214250E1,-5.045808554E-1,1.950910389E-1,-1.817779541E-1
1.510701474E1,-5.200591087E-1,1.907870770E-1,-4.386177063E-1
1.511188693E1,-5.274112225E-1,1.764574945E-1,-6.560945511E-1
1.511675917E1,-5.112425685E-1,2.002394199E-1,-7.696619034E-1
1.512163141E1,-4.663837850E-1,2.254680991E-1,-8.344411850E-1
1.512650365E1,-4.005348086E-1,2.215124667E-1,-8.300857544E-1
1.513137589E1,-3.109530509E-1,2.220956683E-1,-8.091907501E-1
1.513624813E1,-1.880280375E-1,1.738995314E-1,-8.708744049E-1
1.514112036E1,-9.111148119E-2,6.918135285E-2,-9.814624786E-1
1.514599261E1,7.082343102E-3,-6.433600187E-2,-1.045212746E0
1.515086479E1,9.543281794E-2,-2.320883572E-1,-1.032237053E0
1.515573703E1,1.270307302E-1,-4.083364010E-1,-1.009531021E0
1.516060927E1,1.151341796E-1,-6.009081006E-1,-1.059583664E0
1.516548151E1,4.550230503E-2,-7.937959433E-1,-1.163166046E0
1.517035375E1,-9.512245655E-2,-9.792865515E-1,-1.248451233E0
1.517522599E1,-2.463674545E-1,-1.146378875E0,-1.311916351E0
1.518009823E1,-3.726740479E-1,-1.280429244E0,-1.418216705E0
1.518497042E1,-4.658057690E-1,-1.286790371E0,-1.542279243E0
1.518984266E1,-5.593473315E-1,-1.165208101E0,-1.710477829E0
1.519471490E1,-5.552879572E-1,-1.007443905E0,-1.833088875E0
1.519958714E1,-4.625131488E-1,-7.974476218E-1,-1.956758499E0
1.520445938E1,-3.091450632E-1,-5.826401711E-1,-2.063511848E0
1.520933162E1,-1.065002084E-1,-3.267740011E-1,-2.135396004E0
1.521420386E1,9.647023678E-2,-1.026598662E-1,-2.159309387E0
1.521907604E1,2.759512067E-1,4.926194251E-2,-2.168789387E0
1.522394828E1,3.651744127E-1,1.397178769E-1,-2.135162354E0
1.522882052E1,4.580166936E-1,1.862682104E-1,-2.016583443E0
1.523369276E1,5.786452293E-1,2.263079584E-1,-1.831027031E0
1.523856500E1,6.605684757E-1,2.492975891E-1,-1.687333107E0
1.524343724E1,7.042648792E-1,3.124576211E-1,-1.544866562E0
1.524830948E1,7.220332623E-1,3.965909779E-1,-1.360645294E0
1.525318167E1,7.302763462E-1,4.873408079E-1,-1.165916443E0
1.525805391E1,6.425983906E-1,5.275290608E-1,-9.763441086E-1
1.526292615E1,4.922171831E-1,5.751175284E-1,-7.764806747E-1
1.526779839E1,2.658287287E-1,5.662539005E-1,-5.221176147E-1
1.527267063E1,9.695076942E-2,5.212257504E-1,-3.053588867E-1
1.527754287E1,4.649460316E-2,4.975457788E-1,-1.823482513E-1
1.528241510E1,6.923496723E-2,4.669033289E-1,-1.278686523E-1
1.528728729E1,1.374919415E-1,4.690962434E-1,-1.513757706E-1
1.529215953E1,2.480502725E-1,4.543644488E-1,-2.813825607E-1
1.529703177E1,3.508983850E-1,4.481734633E-1,-5.332145691E-1
1.530190401E1,4.414503574E-1,4.281320870E-1,-7.763195038E-1
1.530677625E1,4.976744652E-1,4.256872535E-1,-1.015439987E0
1.531164849E1,5.437287092E-1,3.871752322E-1,-1.260151863E0
1.531652068E1,5.607826114E-1,4.105924964E-1,-1.488947868E0
1.532139292E1,5.299272537E-1,4.455899894E-1,-1.740111351E0
1.532626516E1,4.561354518E-1,4.764280915E-1,-1.974170685E0
1.533113740E1,3.489709496E-1,4.511425495E-1,-2.103873253E0
1.533600964E1,1.966300607E-1,2.713802755E-1,-2.181955338E0
1.534088188E1,4.558914900E-2,-9.202957153E-4,-2.226469517E0
1.534575412E1,-1.111645699E-1,-3.681380749E-1,-2.230350971E0
1.535062636E1,-2.789757252E-1,-7.871234417E-1,-2.188956261E0
1.535549854E1,-4.285531342E-1,-1.191591620E0,-2.015065193E0
1.536037078E1,-5.574936867E-1,-1.509196281E0,-1.784122467E0
1.536524302E1,-7.152579427E-1,-1.726029873E0,-1.486570358E0
1.537011526E1,-9.246296883E-1,-1.861579657E0,-1.157126427E0
1.537498750E1,-1.112918139E0,-1.828594089E0,-8.029718399E-1
1.537985974E1,-1.257903814E0,-1.645365953E0,-4.683427811E-1
1.538473198E1,-1.280924678E0,-1.323821783E0,-1.854400635E-1
1.538960417E1,-1.205861807E0,-8.559862375E-1,-4.385089874E-2
1.539447641E1,-9.855281711E-1,-3.703456521E-1,-2.543926239E-2
1.539934865E1,-6.221272945E-1,1.216620356E-1,-5.827903748E-2
1.540422089E1,-1.905689985E-1,5.054178238E-1,-1.721744537E-1
1.540909313E1,2.429075241E-1,7.568959594E-1,-3.491163254E-1
1.541396537E1,6.204749346E-1,8.671070933E-1,-5.687427521E-1
1.541883755E1,8.904568553E-1,8.559595942E-1,-7.784290314E-1
1.542370979E1,9.881395102E-1,6.877412796E-1,-9.208126068E-1
1.542858203E1,8.956495523E-1,4.140942097E-1,-1.003163338E0
1.543345427E1,6.383635402E-1,6.867195666E-2,-1.074600220E0
1.543832651E1,3.063699603E-1,-2.764663398E-1,-1.040735245E0
1.544319875E1,-8.293518424E-2,-6.424032450E-1,-9.806766510E-1
1.544807099E1,-4.216750860E-1,-9.506892562E-1,-9.566907883E-1
1.545294323E1,-6.420931220E-1,-1.190782189E0,-9.855165482E-1
1.545781542E1,-7.616564035E-1,-1.293531179E0,-1.086241722E0
1.546268766E1,-7.630336285E-1,-1.288701057E0,-1.184627533E0
1.546755990E1,-6.127685308E-1,-1.222697258E0,-1.250730515E0
1.547243214E1,-3.655439317E-1,-1.138281703E0,-1.294117928E0
1.547730438E1,7.634460926E-4,-1.032675266E0,-1.286098480E0
1.548217662E1,3.932004571E-1,-9.187452793E-1,-1.156161308E0
1.548704880E1,7.760238051E-1,-8.224796653E-1,-9.630012512E-1
1.549192104E1,1.155040979E0,-7.497996092E-1,-7.042570114E-1
1.549679328E1,1.471165061E0,-7.220432162E-1,-4.325714111E-1
1.550166552E1,1.754222155E0,-7.091217041E-1,-2.352085114E-1
1.550653776E1,1.946601748E0,-7.528937459E-1,-1.455583572E-1
1.551141000E1,2.004888058E0,-8.043134809E-1,-1.168899536E-1
1.551628224E1,1.951797724E0,-8.264712095E-1,-1.360082626E-1
1.552115443E1,1.799083710E0,-8.348008394E-1,-1.897258759E-1
1.552602667E1,1.537909865E0,-8.390399814E-1,-2.397594452E-1
1.553089891E1,1.220247984E0,-8.309555054E-1,-2.921028137E-1
1.553577115E1,8.831723332E-1,-7.866519690E-1,-3.431625366E-1
1.554064339E1,6.154597998E-1,-7.491779327E-1,-4.288158417E-1
1.554551563E1,3.637704253E-1,-6.812784076E-1,-5.036029816E-1
1.555038787E1,1.515082419E-1,-5.400632620E-1,-6.070117950E-1
1.555526010E1,6.754636765E-3,-3.531266153E-1,-6.732702255E-1
1.556013229E1,-1.238748580E-1,-1.347291172E-1,-7.861261368E-1
1.556500453E1,-2.377285063E-1,6.023731828E-2,-8.988990784E-1
1.556987677E1,-2.905797362E-1,2.282343209E-1,-9.290895462E-1
1.557474901E1,-2.400866747E-1,3.514790237E-1,-9.114503860E-1
1.557962125E1,-9.733262658E-2,4.572489858E-1,-8.221139908E-1
1.558449349E1,6.226009130E-2,5.846430063E-1,-6.982316971E-1
1.558936568E1,2.106995136E-1,6.865140200E-1,-5.446090698E-1
1.559423792E1,3.714228868E-1,7.610955238E-1,-3.875780106E-1
1.559911016E1,5.001353025E-1,7.553486824E-1,-2.390766144E-1
1.560398240E1,6.196215153E-1,6.725769639E-1,-1.241855621E-1
1.560885464E1,7.368289828E-1,4.791507125E-1,-5.363082886E-2
1.561372688E1,8.435680866E-1,2.350169718E-1,-5.964851379E-2
1.561859912E1,8.386585712E-1,-2.623713017E-2,-8.955001831E-2
1.562347130E1,7.898268700E-1,-2.352143526E-1,-9.430599213E-2
1.562834354E1,6.702831984E-1,-4.026278555E-1,-1.169958115E-1
1.563321578E1,5.385684371E-1,-5.280637741E-1,-2.293491364E-1
1.563808802E1,3.284290433E-1,-6.232560873E-1,-3.511533737E-1
1.564296026E1,8.486516774E-2,-6.805191040E-1,-3.425045013E-1
1.564783250E1,-1.584418118E-1,-6.994131207E-1,-8.039951324E-2
1.565270474E1,-4.123385251E-1,-6.114971042E-1,3.296384811E-1
1.565757693E1,-7.297543287E-1,-4.548061192E-1,7.236242294E-1
1.566244917E1,-1.119048834E0,-2.528781891E-1,1.063325882E0
1.566732141E1,-1.453679085E0,-3.896690533E-2,1.330898285E0
1.567219365E1,-1.694476485E0,1.247874051E-1,1.454710960E0
1.567706589E1,-1.799521446E0,2.076382041E-1,1.475598335E0
1.568193813E1,-1.775993943E0,2.214783728E-1,1.400857925E0
1.568681037E1,-1.660587072E0,1.948639750E-1,1.274839401E0
1.569168255E1,-1.514894009E0,1.106464937E-1,1.049777031E0
1.569655479E1,-1.338222623E0,-4.275821149E-3,7.257852554E-1
1.570142703E1,-1.190030456E0,-1.073487997E-1,5.074338913E-1
1.570629927E1,-1.121746778E0,-1.968655586E-1,4.256839752E-1
1.571117151E1,-1.137977242E0,-3.055255413E-1,2.675628662E-1
1.571604375E1,-1.216099262E0,-4.550643563E-1,8.576107025E-2
1.572091599E1,-1.322726607E0,-5.987371206E-1,-1.185035706E-1
1.572578818E1,-1.377733946E0,-6.672247648E-1,-3.607597351E-1
1.573066042E1,-1.351439714E0,-6.904781461E-1,-6.170730591E-1
1.573553266E1,-1.254329443E0,-5.701866150E-1,-9.328632355E-1
1.574040490E1,-1.085845351E0,-4.389070272E-1,-1.250685692E0
1.574527714E1,-8.408281803E-1,-3.258752823E-1,-1.492838860E0
1.575014938E1,-6.009141207E-1,-2.014119476E-1,-1.731166840E0
1.575502156E1,-4.684638977E-1,-2.281309664E-2,-1.893975258E0
1.575989380E1,-3.426286876E-1,2.021869719E-1,-1.877348900E0
1.576476604E1,-1.852956712E-1,4.441251755E-1,-1.669512749E0
1.576963828E1,-2.425731719E-2,6.743917465E-1,-1.295765877E0
1.577451052E1,1.742056161E-1,8.700637221E-1,-8.399734497E-1
1.577938276E1,3.749440312E-1,1.008095145E0,-1.802577972E-1
1.578425500E1,5.880178809E-1,1.145268679E0,6.126232147E-1
1.578912719E1,7.606922984E-1,1.240089417E0,1.137976646E0
1.579399943E1,9.297823906E-1,1.272946119E0,1.396134377E0
1.579887167E1,1.017807722E0,1.218261242E0,1.578715324E0
1.580374391E1,9.823339581E-1,1.109108448E0,1.782651901E0
1.580861615E1,8.987408280E-1,1.005840063E0,1.981596947E0
1.581348839E1,7.469760776E-1,8.921734095E-1,2.121740341E0
1.581836063E1,5.756725669E-1,7.457015514E-1,2.140952110E0
1.582323281E1,3.904560804E-1,5.408737063E-1,1.987955093E0
1.582810505E1,2.405761182E-1,2.472328544E-1,1.679659843E0
1.583297729E1,1.189895123E-1,-9.093482792E-2,1.283186913E0
1.583784953E1,3.144857287E-2,-4.087125063E-1,8.643875122E-1
1.584272177E1,-3.723214567E-2,-6.030035019E-1,5.117607117E-1
1.584759401E1,-8.324025571E-2,-7.120857239E-1,2.551183701E-1
1.585246625E1,-1.007058918E-1,-7.596161366E-1,-2.998065948E-2
1.585733844E1,-4.063729942E-2,-7.584769726E-1,-2.633762360E-1
1.586221068E1,4.515418410E-2,-7.956352830E-1,-4.188051224E-1
1.586708292E1,1.621969491E-1,-8.082154393E-1,-5.166540146E-1
1.587195516E1,2.552338839E-1,-8.339135051E-1,-6.322908401E-1
1.587682740E1,2.934902608E-1,-8.458347917E-1,-8.147058487E-1
1.588169964E1,2.464731783E-1,-8.230593204E-1,-1.045884132E0
1.588657182E1,1.453393847E-1,-8.177215457E-1,-1.199031830E0
1.589144406E1,-5.299046636E-3,-7.706547976E-1,-1.249136925E0
1.589631630E1,-1.409971416E-1,-7.102860808E-1,-1.253713608E0
1.590118854E1,-2.673929930E-1,-6.460109353E-1,-1.292932510E0
1.590606078E1,-3.902436495E-1,-5.296890140E-1,-1.324916840E0
1.591093302E1,-4.906571805E-1,-4.198114276E-1,-1.313806534E0
1.591580526E1,-5.248533487E-1,-3.162707090E-1,-1.201069832E0
1.592067745E1,-5.632861853E-1,-2.106940150E-1,-9.772586823E-1
1.592554969E1,-5.808920860E-1,-1.568852216E-1,-6.747856140E-1
1.593042193E1,-5.359386802E-1,-1.056960523E-1,-4.085273743E-1
1.593529417E1,-4.624007344E-1,-7.618655264E-2,-2.382249832E-1
1.594016641E1,-3.530708551E-1,-2.519130707E-2,-1.625881195E-1
1.594503865E1,-2.376749068E-1,3.287117183E-2,-1.312961578E-1
1.594991089E1,-1.400546134E-1,1.099952757E-1,-1.981019974E-1
1.595478307E1,-5.011400580E-2,1.390207112E-1,-3.449544907E-1
1.595965531E1,4.880119860E-2,1.427762061E-1,-5.323028564E-1
1.596452755E1,1.264378242E-2,9.483993053E-2,-6.465196609E-1
1.596939979E1,-1.219723374E-1,-4.901996255E-2,-6.554088593E-1
1.597427203E1,-3.158365190E-1,-1.932466030E-1,-5.710544586E-1
1.597914427E1,-4.643434584E-1,-3.115812242E-1,-4.162807465E-1
1.598401651E1,-5.195652246E-1,-3.084253669E-1,-1.983423233E-1
1.598888870E1,-5.125849843E-1,-1.614938974E-1,9.106349945E-2
1.599376094E1,-5.389669538E-1,1.158243120E-1,3.442525864E-1
1.599863318E1,-6.828532219E-1,4.284305573E-1,5.624780655E-1
1.600350542E1,-8.045325875E-1,6.971672773E-1,7.900228500E-1
1.600837766E1,-9.355903864E-1,8.597870469E-1,9.527597427E-1
1.601324984E1,-1.070209026E0,9.868692756E-1,1.100984573E0
1.601812208E1,-1.179415941E0,1.126041532E0,1.289713860E0
1.602299432E1,-1.193654537E0,1.180179238E0,1.451944351E0
1.602786656E1,-1.141564250E0,1.218476295E0,1.555418968E0
1.603273880E1,-1.061417937E0,1.197600842E0,1.535646439E0
1.603761104E1,-1.021876097E0,1.159247518E0,1.386799812E0
1.604248328E1,-9.621446729E-1,1.048207283E0,1.372056961E0
1.604735552E1,-1.035733104E0,8.869636059E-1,1.487649918E0
1.605222771E1,-1.130963802E0,7.339298725E-1,1.667647362E0
1.605709995E1,-1.144008160E0,6.175457239E-1,1.750564575E0
1.606197219E1,-1.011518836E0,5.937998295E-1,1.725756645E0
1.606684443E1,-8.120867610E-1,6.707298756E-1,1.596945763E0
1.607171667E1,-5.882338285E-1,7.429917455E-1,1.342747688E0
1.607658891E1,-3.934238553E-1,7.674525380E-1,1.043422699E0
1.608146109E1,-2.704395652E-1,6.687535048E-1,7.492389679E-1
1.608633333E1,-1.862494349E-1,5.068756342E-1,4.864997864E-1
1.609120557E1,-1.284691393E-1,3.176934719E-1,2.814617157E-1
1.609607781E1,-5.956865847E-2,5.331243575E-2,2.524185181E-2
1.610095005E1,-3.030288592E-2,-1.889873594E-1,-1.505918503E-1
1.610582229E1,-5.315552652E-2,-3.456015587E-1,-1.935310364E-1
1.611069453E1,-1.557877362E-1,-4.558045566E-1,-2.029676437E-1
1.611556672E1,-2.685994804E-1,-5.789684057E-1,-2.363233566E-1
1.612043896E1,-3.670924306E-1,-6.774625182E-1,-2.780218124E-1
1.612531120E1,-3.985743523E-1,-6.611701846E-1,-2.969608307E-1
1.613018344E1,-3.593598306E-1,-4.725562036E-1,-3.158760071E-1
1.613505568E1,-2.875228226E-1,-1.773856431E-1,-2.941074371E-1
1.613992792E1,-2.135062814E-1,1.248278096E-1,-3.561782837E-2
1.614480016E1,-1.307297796E-1,3.881552815E-1,4.377946854E-1
1.614967234E1,-5.254797265E-2,5.335466862E-1,8.676280975E-1
1.615454458E1,5.025529116E-2,5.477181077E-1,1.194161415E0
1.615941682E1,2.136024386E-1,4.902438521E-1,1.483274460E0
1.616428906E1,4.103165269E-1,3.812448978E-1,1.691966057E0
1.616916130E1,5.137581825E-1,1.654520631E-1,1.728280067E0
1.617403354E1,5.171608925E-1,-1.047684029E-1,1.625909805E0
1.617890573E1,4.514036775E-1,-3.898343444E-1,1.422095299E0
1.618377797E1,2.814537585E-1,-7.136948109E-1,1.199459076E0
1.618865021E1,7.068558037E-2,-1.080870032E0,9.723739624E-1
1.619352245E1,-9.067693353E-2,-1.358132482E0,7.061862946E-1
1.619839469E1,-1.718226671E-1,-1.460007548E0,3.579082489E-1
1.620326693E1,-1.702688932E-1,-1.428770542E0,-1.333293915E-1
1.620813917E1,-1.495648623E-1,-1.314776659E0,-6.274919510E-1
1.621301136E1,-9.497926384E-2,-1.156539440E0,-9.428815842E-1
1.621788359E1,-4.741557688E-2,-9.843350649E-1,-1.002054214E0
1.622275583E1,4.623889923E-3,-8.070157766E-1,-9.058046341E-1
1.622762807E1,3.021071851E-2,-6.577206254E-1,-7.703189850E-1
1.623250031E1,8.745558560E-2,-5.206454992E-1,-6.160011292E-1
1.623737255E1,1.529312730E-1,-4.496581554E-1,-4.452800751E-1
1.624224479E1,2.086566836E-1,-4.331191182E-1,-2.976207733E-1
1.624711698E1,2.328613549E-1,-4.677723348E-1,-1.813516617E-1
1.625198922E1,2.092905790E-1,-5.244337320E-1,-1.203069687E-1
1.625686146E1,9.851673990E-2,-5.462824106E-1,-6.776905060E-2
1.626173370E1,-4.274076223E-2,-5.374705791E-1,-8.466720581E-2
1.626660594E1,-1.964811236E-1,-4.661215246E-1,-7.764339447E-2
1.627147818E1,-3.200425804E-1,-3.648099899E-1,3.457736969E-2
1.627635037E1,-3.428588808E-1,-2.264433205E-1,1.669874191E-1
1.628122260E1,-3.036709130E-1,-4.418985546E-2,4.594459534E-1
1.628609484E1,-2.492646575E-1,1.351102293E-1,8.400011063E-1
1.629096708E1,-1.907335222E-1,2.743281722E-1,1.167436600E0
1.629583932E1,-1.516696364E-1,4.186235964E-1,1.362898827E0
1.630071156E1,-4.072760046E-2,5.140921474E-1,1.433715820E0
1.630558380E1,4.394161701E-2,5.664989352E-1,1.439831734E0
1.631045599E1,1.019204110E-1,5.936040878E-1,1.344295502E0
1.631532823E1,1.502737403E-1,5.464129448E-1,1.095867157E0
1.632020047E1,1.389617026E-1,4.223822057E-1,8.179149628E-1
1.632507271E1,7.936228812E-2,2.990790606E-1,6.192808151E-1
1.632994495E1,-6.670072675E-3,1.439203471E-1,3.898782730E-1
1.633481719E1,-1.062967032E-1,-2.309112810E-2,1.536598206E-1
1.633968938E1,-1.597147286E-1,-1.422337592E-1,-1.096849442E-1
1.634456162E1,-2.158301920E-1,-2.496666461E-1,-3.044872284E-1
1.634943386E1,-2.165708244E-1,-3.108200431E-1,-4.428005219E-1
1.635430609E1,-1.824503392E-1,-3.079931736E-1,-4.649372101E-1
1.635917833E1,-8.067615330E-2,-2.738101482E-1,-3.638839722E-1
1.636405057E1,6.611548364E-3,-1.906118393E-1,-1.410045624E-1
1.636892281E1,4.068391398E-2,-5.277695507E-2,7.561397552E-2
1.637379500E1,4.238688201E-2,5.604232475E-2,2.548904419E-1
1.637866724E1,2.907315642E-2,1.704949290E-1,3.538265228E-1
1.638353948E1,-1.064753532E-2,2.406561077E-1,4.036064148E-1
1.638841172E1,-2.354660630E-2,2.633039653E-1,4.521112442E-1
1.639328396E1,-9.381631762E-2,1.873961091E-1,5.124950409E-1
1.639815620E1,-1.781356335E-1,4.583614320E-2,5.333423615E-1
1.640302839E1,-2.778400481E-1,-1.248672754E-1,5.481920242E-1
1.640790063E1,-3.028738499E-1,-1.832336336E-1,6.371583939E-1
1.641277286E1,-3.065728545E-1,-1.553364396E-1,8.085155487E-1
1.641764511E1,-2.671237588E-1,-4.938858747E-2,8.959674835E-1
1.642251734E1,-2.699709535E-1,8.207175136E-2,8.625526428E-1
1.642738958E1,-2.286723852E-1,1.447848380E-1,7.299423218E-1
1.643226182E1,-1.706051528E-1,1.761063784E-1,5.281505585E-1
1.643713401E1,-1.141049042E-1,1.533183008E-1,3.170490265E-1
1.644200625E1,-5.631899834E-2,1.016743034E-1,7.154369354E-2
1.644687849E1,-4.523321986E-2,-1.832728460E-2,-8.279037476E-2
1.645175073E1,-4.687203467E-2,-2.248694897E-1,-6.956100464E-2
1.645662297E1,-7.532672584E-2,-4.584777951E-1,-5.515289307E-2
1.646149521E1,-9.198654443E-2,-7.017595768E-1,-1.447658539E-1
1.646636740E1,-1.041954979E-1,-8.699515462E-1,-2.533760071E-1
1.647123964E1,-1.277463287E-1,-9.048312902E-1,-3.785629272E-1
1.647611188E1,-1.087938026E-1,-8.160982132E-1,-4.677000046E-1
1.648098412E1,-1.452314854E-2,-6.217799187E-1,-4.204044342E-1
1.648585636E1,8.935935795E-2,-3.968976736E-1,-2.882604599E-1
1.649072859E1,1.665137559E-1,-1.291370243E-1,-1.741952896E-1
1.649560078E1,2.381339222E-1,1.210184395E-1,-9.493160248E-2
1.650047302E1,3.077511787E-1,3.347246945E-1,-1.407623291E-3
1.650534526E1,3.904471397E-1,5.112274885E-1,1.278667450E-1
1.651021750E1,4.578146338E-1,6.720430255E-1,3.322896957E-1
1.651508974E1,4.787644148E-1,7.859057784E-1,6.165256500E-1
1.651996198E1,4.443438351E-1,8.824280500E-1,8.047227859E-1
1.652483422E1,4.591062963E-1,8.942732215E-1,8.192930222E-1
1.652970641E1,5.015487671E-1,8.105491996E-1,5.994997025E-1
1.653457865E1,5.236884952E-1,6.322191954E-1,3.118400574E-1
1.653945089E1,5.457756519E-1,4.093409181E-1,1.345348358E-1
1.654432313E1,5.444914103E-1,1.789802611E-1,2.439785004E-2
1.654919537E1,6.016418934E-1,-4.812909290E-2,-8.918285370E-2
1.655406760E1,6.689249277E-1,-1.713379025E-1,-1.559810638E-1
1.655893979E1,7.086365223E-1,-2.094857395E-1,-1.688766479E-1
1.656381203E1,6.612430811E-1,-1.970946193E-1,-1.829338074E-1
1.656868427E1,5.626199245E-1,-1.445818245E-1,-2.029342651E-1
1.657355651E1,4.627526402E-1,-5.554597825E-2,-1.571435928E-1
1.657842875E1,3.912382722E-1,2.098631114E-2,-9.585952759E-2
1.658330099E1,3.822847009E-1,7.798257470E-2,-9.545326233E-3
1.658817323E1,3.759915829E-1,1.056698933E-1,7.546901703E-2
1.659304542E1,3.493998647E-1,8.833425492E-2,2.093954086E-1
1.659791766E1,2.759302557E-1,7.465638220E-2,4.124965668E-1
1.660278990E1,1.519884467E-1,4.863229394E-2,5.268745422E-1
1.660766214E1,4.348964989E-2,-2.100059390E-2,5.514478683E-1
1.661253438E1,-1.956897974E-2,-8.542250842E-2,5.114402771E-1
1.661740662E1,-4.551477730E-2,-1.135862544E-1,4.858407974E-1
1.662227880E1,-6.701712310E-2,-1.580902338E-1,5.451622009E-1
1.662715104E1,-7.520265877E-2,-2.152352929E-1,6.569986343E-1
1.663202328E1,-1.180762947E-1,-2.768529654E-1,7.842216492E-1
1.663689552E1,-1.287815422E-1,-3.127177656E-1,8.084449768E-1
1.664176776E1,-8.363978565E-2,-3.694991469E-1,7.991333008E-1
1.664664000E1,-1.793974638E-2,-3.955774009E-1,7.646808624E-1
1.665151224E1,7.406884432E-2,-4.083904028E-1,6.087265015E-1
1.665638443E1,1.377040595E-1,-4.461874962E-1,3.804426193E-1
1.666125667E1,1.465834677E-1,-4.811919034E-1,1.184320450E-1
1.666612891E1,1.145221069E-1,-5.580520630E-1,-1.675233841E-1
1.667100115E1,5.787436664E-2,-6.107678413E-1,-4.546642303E-1
1.667587339E1,1.072514057E-2,-6.356303096E-1,-7.180414200E-1
1.668074563E1,-3.310403228E-2,-6.538630724E-1,-9.246015549E-1
1.668561781E1,-4.354901612E-2,-6.033476591E-1,-9.964685440E-1
1.669049005E1,-2.339497209E-2,-4.536575675E-1,-8.504838943E-1
1.669536229E1,7.912249863E-2,-2.366424799E-1,-5.122251511E-1
1.670023453E1,1.290834993E-1,-1.591898501E-3,-1.910581589E-1
1.670510677E1,1.572143435E-1,2.321752310E-1,-8.049011230E-4
1.670997901E1,1.861290485E-1,4.301521182E-1,8.099365234E-2
1.671485125E1,2.458027899E-1,6.052674651E-1,9.442901611E-2
1.671972344E1,2.934917212E-1,7.501625419E-1,7.806777954E-2
1.672459568E1,3.011716008E-1,7.790333629E-1,2.860736847E-2
1.672946792E1,2.151105255E-1,7.373614907E-1,1.043891907E-2
1.673434016E1,4.157057405E-2,6.394243836E-1,1.144313812E-2
1.673921240E1,-1.902028769E-1,4.543879330E-1,5.045318604E-2
1.674408464E1,-3.929830790E-1,3.094423711E-1,1.212158203E-1
1.674895682E1,-5.610777140E-1,2.704972029E-1,1.581735611E-1
1.675382906E1,-6.791951060E-1,2.914588153E-1,1.366825104E-1
1.675870130E1,-7.417674065E-1,3.527626395E-1,8.453273773E-2
1.676357354E1,-7.768913507E-1,4.756422341E-1,2.927207947E-2
1.676844578E1,-7.290832996E-1,6.465947032E-1,-8.889198303E-3
1.677331802E1,-6.589082479E-1,7.895189524E-1,-2.060604095E-2
1.677819021E1,-5.941133499E-1,8.988459110E-1,3.307342529E-2
1.678306245E1,-5.779873133E-1,9.702090621E-1,2.145061493E-1
1.678793469E1,-5.573662519E-1,9.347515106E-1,4.430866241E-1
1.679280693E1,-5.121438503E-1,7.219744325E-1,6.412382126E-1
1.679767917E1,-4.431536198E-1,4.675776362E-1,7.961454391E-1
1.680255141E1,-3.680626154E-1,2.717321515E-1,8.678197861E-1
1.680742359E1,-3.454407752E-1,1.888871193E-1,8.261203766E-1
1.681229583E1,-3.307197094E-1,2.206832021E-1,6.091117859E-1
1.681716807E1,-2.710028291E-1,2.522670627E-1,4.948387146E-1
1.682204031E1,-1.803747267E-1,2.968982458E-1,1.975650787E-1
1.682691255E1,-7.293909788E-2,3.251299262E-1,-2.123022079E-1
1.683178479E1,-1.442849636E-3,3.389207423E-1,-6.839380264E-1
1.683665703E1,1.424879134E-1,3.638810515E-1,-9.521322250E-1
1.684152922E1,3.665761352E-1,4.048120081E-1,-8.726005554E-1
1.684640146E1,5.327875614E-1,3.964743614E-1,-8.447303772E-1
1.685127370E1,6.304284930E-1,3.028259873E-1,-8.835239410E-1
1.685614594E1,6.756070256E-1,1.271310151E-1,-9.278993607E-1
1.686101818E1,7.405631542E-1,-2.401047945E-2,-9.671525955E-1
1.686589042E1,8.337502480E-1,-1.173396707E-1,-9.574356079E-1
1.687076260E1,9.538630247E-1,-1.831727922E-1,-7.935218811E-1
1.687563484E1,1.030569434E0,-1.718772650E-1,-5.111551285E-1
1.688050708E1,1.019751787E0,-1.399575025E-1,-2.818870544E-1
1.688537932E1,9.238577485E-1,-1.283193231E-1,-1.211204529E-1
1.689025156E1,8.073070645E-1,-1.060119718E-1,6.448364258E-2
1.689512380E1,6.329582930E-1,-6.985995173E-2,2.366456985E-1
1.689999599E1,4.707262516E-1,-6.284070015E-2,3.261203766E-1
1.690486823E1,3.361844122E-1,-2.959680557E-2,3.139247894E-1
1.690974047E1,2.435359210E-1,-2.294501662E-2,2.792673111E-1
1.691461271E1,2.233712077E-1,-3.083544970E-2,2.579536438E-1
1.691948495E1,2.285132706E-1,-6.514787674E-2,2.403755188E-1
1.692435719E1,2.120594829E-1,-1.814821362E-1,2.288703918E-1
